;;;;;;;MediaTek Inc.;MediaTek ;Inc.
;;;;;;;Sophia Investment ApS;Sophia ;Investment ApS
;;;;;;;Info Edge (India) Ltd;Info ;Edge (India) Ltd
;;;;;;;Ambit Pragma;Ambit ;Pragma
;;;;;;;IDG Ventures, Sequoia Capital, GREE Ventures;IDG ;Ventures, Sequoia Capital, GREE Ventures
;;;;;;;Sarbvir Singh, Raghav Bahl;Sarbvir ;Singh, Raghav Bahl
;;;;;;;;;
;;;;;;;3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners;3one4 ;Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners
;;;;;;;Zaffiro Ventures;Zaffiro ;Ventures
;;;;;;;Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.;Sequoia ;Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.
;;;;;;;SAIF Partners;SAIF ;Partners
;;;;;;;India Quotient;India ;Quotient
;;;;;;;Accel Partners, IDG Ventures, Kalaari Capital;Accel ;Partners, IDG Ventures, Kalaari Capital
;;;;;;;Deepak Gupta;Deepak ;Gupta
;;;;;;;Aramex Ventures Llc;Aramex ;Ventures Llc
;;;;;;;Rajan Anandan;Rajan ;Anandan
;;;;;;;IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada;IIFL ;Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada
;;;;;;;YourNest Angel Fund\\xc2\\xa0 & Others;YourNest ;Angel Fund\\xc2\\xa0 & Others
;;;;;;;Stripes Group, Network 18, Accel Partners, SAIF Partners;Stripes ;Group, Network 18, Accel Partners, SAIF Partners
;;;;;;;Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain;Sequoia ;Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,\\xc2\\xa0 Abhishek Jain
;;;;;;;Info Edge (India) Ltd;Info ;Edge (India) Ltd
;;;;;;;Gaurav Singhvi, Zaffiro Ventures;Gaurav ;Singhvi, Zaffiro Ventures
;;;;;;;Kirthiga Reddy, Renuka Ramanath,Cherry Tin;Kirthiga ;Reddy, Renuka Ramanath,Cherry Tin
;;;;;;;Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,;Kalaari ;Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;AVG Group, 500 Startups;AVG ;Group, 500 Startups
;;;;;;;Rothenberg Ventures;Rothenberg ;Ventures
;;;;;;;Alex Chua, Rahul Garg;Alex ;Chua, Rahul Garg
;;;;;;;Kalaari Capital, India Quotient;Kalaari ;Capital, India Quotient
;;;;;;;JSW Ventures, Blume Ventures & IvyCap Ventures;JSW ;Ventures, Blume Ventures & IvyCap Ventures
;;;;;;;Brian Acton;Brian ;Acton
;;;;;;;JSW Ventures, Omidyar Network, Sattva Capital, Venture Works;JSW ;Ventures, Omidyar Network, Sattva Capital, Venture Works
;;;;;;;Sequoia Capital;Sequoia ;Capital
;;;;;;;Stanford Angels & Entrepreneurs, Harvard Angels;Stanford ;Angels & Entrepreneurs, Harvard Angels
;;;;;;;Mumbai Angels,\\xc2\\xa0 Times Internet;Mumbai ;Angels,\\xc2\\xa0 Times Internet
;;;;;;;Ashish Mahajan, Sarvesh Sharma;Ashish ;Mahajan, Sarvesh Sharma
;;;;;;;Rishi Parti, Yogesh Bansal;Rishi ;Parti, Yogesh Bansal
;;;;;;;Rainmaker Ventures;Rainmaker ;Ventures
;;;;;;;Ajay Piramal;Ajay ;Piramal
;;;;;;;Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia;Tracxn ;Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia
;;;;;;;SAIF Partners, India Quotient;SAIF ;Partners, India Quotient
;;;;;;;Unitus Seed Fund;Unitus ;Seed Fund
;;;;;;;Accel Partners, IDG Ventures India;Accel ;Partners, IDG Ventures India
;;;;;;;Brand Capital;Brand ;Capital
;;;;;;;Jaspal Bindra, Parth Jindal;Jaspal ;Bindra, Parth Jindal
;;;;;;;Keiretsu Forum;Keiretsu ;Forum
;;;;;;;Plug and Play Tech Center, Steelhead Ventures & Others;Plug ;and Play Tech Center, Steelhead Ventures & Others
;;;;;;;500 Startups;500;Startups
;;;;;;;SRI Capital;SRI ;Capital
;;;;;;;undisclosed investors;undisclosed ;investors
;;;;;;;Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan;Sumit ;Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan
;;;;;;;GEMS group;GEMS ;group
;;;;;;;Abhijit Avasthi, Karan Chellani, SP Vijay;Abhijit ;Avasthi, Karan Chellani, SP Vijay
;;;;;;;Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures;Times ;Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures
;;;;;;;SRI Capital;SRI ;Capital
;;;;;;;SRI Capital;SRI ;Capital
;;;;;;;IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments;IIFL ;and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments
;;;;;;;Intelli Reboot Digital Pvt. Ltd;Intelli ;Reboot Digital Pvt. Ltd
;;;;;;;Satish Jamdar;Satish ;Jamdar
;;;;;;;Star India Pvt. Ltd;Star ;India Pvt. Ltd
;;;;;;;;;
;;;;;;;Prime Venture Partners;Prime ;Venture Partners
;;;;;;;Green House Ventures Accelerator;Green ;House Ventures Accelerator
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta;Abhishek ;Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta
;;;;;;;Nilesh Shah;Nilesh ;Shah
;;;;;;;Nihon Kotsu Co;Nihon ;Kotsu Co
;;;;;;;Swastika Company Pvt Ltd;Swastika ;Company Pvt Ltd
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Verlinvest, DSG Consumer Partners;Verlinvest, ;DSG Consumer Partners
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Edelweiss Private Equity;Edelweiss ;Private Equity
;;;;;;;Beenext, Digital Garage, Lightbox, Beenos;Beenext, ;Digital Garage, Lightbox, Beenos
;;;;;;;;;
;;;;;;;Parampara Capital;Parampara ;Capital
;;;;;;;Venture Catalysts;Venture ;Catalysts
;;;;;;;Rainmaker Ventures;Rainmaker ;Ventures
;;;;;;;MadhanKumar Madathupalayam;MadhanKumar ;Madathupalayam
;;;;;;;Undisclosed Investor;Undisclosed ;Investor
;;;;;;;Romulus Capital;Romulus ;Capital
;;;;;;;Sreenivasa Reddy Musani;Sreenivasa ;Reddy Musani
;;;;;;;Sequoia Capital, Unitus Seed Fund;Sequoia ;Capital, Unitus Seed Fund
;;;;;;;Yeahmobi, Fenqile;Yeahmobi, ;Fenqile
;;;;;;;Undisclosed Investor;Undisclosed ;Investor
;;;;;;;Microsoft Ventures, Salesforce Ventures;Microsoft ;Ventures, Salesforce Ventures
;;;;;;;Kalaari Capital;Kalaari ;Capital
;;;;;;;Sarath Sura;Sarath ;Sura
;;;;;;;Kae Capital, Kunal Shah, Sandeep Tandon;Kae ;Capital, Kunal Shah, Sandeep Tandon
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Sanjiv Rai;Sanjiv ;Rai
;;;;;;;Kunal Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore;Kunal ;Shah, Aneesh Reddy, Tracxn Labs, Venkat Tadanki, Krishna Mehra, Amit Rathore
;;;;;;;Axiata Digital;Axiata ;Digital
;;;;;;;Ankit Maheshwari, Anand Singh;Ankit ;Maheshwari, Anand Singh
;;;;;;;BlackJag Partners;BlackJag ;Partners
;;;;;;;Cameron Jones;Cameron ;Jones
;;;;;;;Ritesh Dwivedy, Priti Padhy;Ritesh ;Dwivedy, Priti Padhy
;;;;;;;3 undisclosed HNIs;3;undisclosed HNIs
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;CIO Angel Network, Indian Angel Network;CIO ;Angel Network, Indian Angel Network
;;;;;;;Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna;Vivek ;Joshi, Mohit Satyanand, Amit Banati, Arun Khanna
;;;;;;;Edelweiss Private Equity;Edelweiss ;Private Equity
;;;;;;;Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham;Ratan ;Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham
;;;;;;;TVS Automobile Solutions Ltd;TVS ;Automobile Solutions Ltd
;;;;;;;TVS Automobile Solutions Ltd;TVS ;Automobile Solutions Ltd
;;;;;;;TVS Automobile Solutions Ltd;TVS ;Automobile Solutions Ltd
;;;;;;;50K Ventures;50K ;Ventures
;;;;;;;undisclosed investor;undisclosed ;investor
;;;;;;;Viridian Capital;Viridian ;Capital
;;;;;;;EVC Ventures;EVC ;Ventures
;;;;;;;Valpro Capital and existing investors;Valpro ;Capital and existing investors
;;;;;;;;;
;;;;;;;You & Mr Jones, Fortisure Ventures, Diaz Nesamoney;You ;& Mr Jones, Fortisure Ventures, Diaz Nesamoney
;;;;;;;Saama Capital, Blume Ventures & Vaibhav Domkundwar;Saama ;Capital, Blume Ventures & Vaibhav Domkundwar
;;;;;;;Accel Partners India;Accel ;Partners India
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;IvyCap Ventures and Unicorn India Ventures;IvyCap ;Ventures and Unicorn India Ventures
;;;;;;;Info Edge (India) Ltd;Info ;Edge (India) Ltd
;;;;;;;Info Edge (India) Ltd;Info ;Edge (India) Ltd
;;;;;;;Atul Ingle;Atul ;Ingle
;;;;;;;Guy Oseary;Guy ;Oseary
;;;;;;;Sequoia Capital;Sequoia ;Capital
;;;;;;;Nimmagadda Prasad;Nimmagadda ;Prasad
;;;;;;;Ravi Adusumalli, SAIF Partners;Ravi ;Adusumalli, SAIF Partners
;;;;;;;Infuse Ventures;Infuse ;Ventures
;;;;;;;New Enterprise Associates (NEA), Blume Ventures;New ;Enterprise Associates (NEA), Blume Ventures
;;;;;;;BetOnIndia Technology Pvt Ltd;BetOnIndia ;Technology Pvt Ltd
;;;;;;;Sanjay Verma, Amit Khanna (LetsVenture);Sanjay ;Verma, Amit Khanna (LetsVenture)
;;;;;;;Undisclosed investor;Undisclosed ;investor
;;;;;;;Hamraj Kumar;Hamraj ;Kumar
;;;;;;;Timbru Ventures;Timbru ;Ventures
;;;;;;;Swan Angel Network;Swan ;Angel Network
;;;;;;;Idein Ventures;Idein ;Ventures
;;;;;;;Concur Technologies, Gund Investment;Concur ;Technologies, Gund Investment
;;;;;;;;;
;;;;;;;Bitkemy Ventures;Bitkemy ;Ventures
;;;;;;;Unicorn Venture;Unicorn ;Venture
;;;;;;;CP Bothra;CP ;Bothra
;;;;;;;The Chennai Angels;The ;Chennai Angels
;;;;;;;RB Investments PTE Ltd, Orios Venture Partners;RB ;Investments PTE Ltd, Orios Venture Partners
;;;;;;;Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi;Rahul ;Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi
;;;;;;;Saif Partners;Saif ;Partners
;;;;;;;Purvi Ventures, Rajul Garg, Vipin Arora;Purvi ;Ventures, Rajul Garg, Vipin Arora
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Rise India;Rise ;India
;;;;;;;Jitendra Gupta, Pankaj Tripathi;Jitendra ;Gupta, Pankaj Tripathi
;;;;;;;Nexus Venture Partners;Nexus ;Venture Partners
;;;;;;;Kalaari Capital;Kalaari ;Capital
;;;;;;;;;
;;;;;;;Mayfield Ventures;Mayfield ;Ventures
;;;;;;;Undisclosed investor;Undisclosed ;investor
;;;;;;;SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia;SAIF ;Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia
;;;;;;;Undisclosed investor;Undisclosed ;investor
;;;;;;;Kanodia family, Amit Banka;Kanodia ;family, Amit Banka
;;;;;;;GVFL Ltd;GVFL ;Ltd
;;;;;;;Accel Partners, RB Investments;Accel ;Partners, RB Investments
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient;Bertelsmann ;India Investments, Mayfield India, Saama Capital, India Quotient
;;;;;;;Sanjeev Sinha;Sanjeev ;Sinha
;;;;;;;Soniks Consulting;Soniks ;Consulting
;;;;;;;Undisclosed Investor;Undisclosed ;Investor
;;;;;;;;;
;;;;;;;Harsh Vardhan Hada;Harsh ;Vardhan Hada
;;;;;;;Piyush Jain;Piyush ;Jain
;;;;;;;Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar;Uniqorn ;Ventures Fund, TV Mohandas Pai, S Somasegar
;;;;;;;Brand Capital;Brand ;Capital
;;;;;;;Aarin Capital;Aarin ;Capital
;;;;;;;Omidyar Network, Accel Partners & existing investors;Omidyar ;Network, Accel Partners & existing investors
;;;;;;;Carpediem Capital & Others;Carpediem ;Capital & Others
;;;;;;;Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,;Niloufer ;Dundh, Fauzan Rahim, Balamurugan Mani,
;;;;;;;The Chennai Angels;The ;Chennai Angels
;;;;;;;Ankush Mehta;Ankush ;Mehta
;;;;;;;StartupXseed Ventures;StartupXseed ;Ventures
;;;;;;;GMO Payment Gateway, MediaTek;GMO ;Payment Gateway, MediaTek
;;;;;;;Brand Capital;Brand ;Capital
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Shruth & Smith Group, Hermes Group;Shruth ;& Smith Group, Hermes Group
;;;;;;;Blume Ventures;Blume ;Ventures
;;;;;;;Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia;Rohan ;Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia
;;;;;;;International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan;International ;Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan
;;;;;;;Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives;Sistema ;Asia Fund, Helion Venture, VentureEast, India Alternatives
;;;;;;;;;
;;;;;;;;;
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Kalaari Capital Accelerator Program;Kalaari ;Capital Accelerator Program
;;;;;;;Kalaari Capital Accelerator Program;Kalaari ;Capital Accelerator Program
;;;;;;;Kalaari Capital Accelerator Program;Kalaari ;Capital Accelerator Program
;;;;;;;IDG Ventures, Inventus Capital, Indian Angel Network;IDG ;Ventures, Inventus Capital, Indian Angel Network
;;;;;;;Group of undisclosed Angel Investors & HNIs;Group ;of undisclosed Angel Investors & HNIs
;;;;;;;MoMagic Technologies;MoMagic ;Technologies
;;;;;;;Rajul Garg & Others;Rajul ;Garg & Others
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat;Exfinity ;Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat
;;;;;;;Roopak Saluja, Vishal Khare;Roopak ;Saluja, Vishal Khare
;;;;;;;Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta;Manish ;Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta
;;;;;;;IDG Ventures India, Inventus Capital, Blume Ventures;IDG ;Ventures India, Inventus Capital, Blume Ventures
;;;;;;;Accel Partners, Matrix Partners, Girish Mathrubootham;Accel ;Partners, Matrix Partners, Girish Mathrubootham
;;;;;;;;;
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Norwest Venture Partners, DST Global, Accel Partners;Norwest ;Venture Partners, DST Global, Accel Partners
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain;JM ;Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain
;;;;;;;Khazanah Nasional Berhad;Khazanah ;Nasional Berhad
;;;;;;;Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama;Blume ;Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama
;;;;;;;Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures;Creation ;Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures
;;;;;;;GROUPE SOS;GROUPE ;SOS
;;;;;;;Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal;Rakesh ;Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal
;;;;;;;ah! Ventures;ah! ;Ventures
;;;;;;;Phanindra Sama, Raghunandan G,;Phanindra ;Sama, Raghunandan G,
;;;;;;;Anurag Chauhan;Anurag ;Chauhan
;;;;;;;Matrix Partners, Nexus Ventures;Matrix ;Partners, Nexus Ventures
;;;;;;;Undisclosed Investors & Tamarind Family Private Trust;Undisclosed ;Investors & Tamarind Family Private Trust
;;;;;;;S Chand, AdvantEdge Partners;S ;Chand, AdvantEdge Partners
;;;;;;;Kinnevik Group, Rocket Internet;Kinnevik ;Group, Rocket Internet
;;;;;;;Rata Tata;Rata ;Tata
;;;;;;;Undisclosed investors, Accel Partners, Helion Venture Partners;Undisclosed ;investors, Accel Partners, Helion Venture Partners
;;;;;;;Anupam Mittal, Anuj Srivastava, Ankit Nagori;Anupam ;Mittal, Anuj Srivastava, Ankit Nagori
;;;;;;;YourNest Angel Fund;YourNest ;Angel Fund
;;;;;;;Katabole Technology Venture;Katabole ;Technology Venture
;;;;;;;Subramanya SV;Subramanya ;SV
;;;;;;;Kaizen Management Advisors, DeVry Inc;Kaizen ;Management Advisors, DeVry Inc
;;;;;;;Blume Ventures;Blume ;Ventures
;;;;;;;Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary;Sujeet ;Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Undisclosed HNIs;Undisclosed ;HNIs
;;;;;;;Chatsworth Management, ITW Digital;Chatsworth ;Management, ITW Digital
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Pradeep Reddy Kamasan;Pradeep ;Reddy Kamasan
;;;;;;;;;
;;;;;;;MCube Capital Advisors Pvt Ltd;MCube ;Capital Advisors Pvt Ltd
;;;;;;;Undisclosed HNIs;Undisclosed ;HNIs
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Gray Matters Capital;Gray ;Matters Capital
;;;;;;;Sudhir Mehta;Sudhir ;Mehta
;;;;;;;Anand Mahindra;Anand ;Mahindra
;;;;;;;FF Angel, Sequoia Capital;FF ;Angel, Sequoia Capital
;;;;;;;Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners;Accel ;Partners, Indian Angel Network, India Innovation Fund India Venture Partners
;;;;;;;MoMagic Technologies;MoMagic ;Technologies
;;;;;;;Kunal Shah, Sandeep Tandon;Kunal ;Shah, Sandeep Tandon
;;;;;;;Anirudh Damani, Vikram Lakhotia;Anirudh ;Damani, Vikram Lakhotia
;;;;;;;Ashish Gupta and other undisclosed investors;Ashish ;Gupta and other undisclosed investors
;;;;;;;HT Media Ltd;HT ;Media Ltd
;;;;;;;NSI Infinium Global Pvt. Ltd;NSI ;Infinium Global Pvt. Ltd
;;;;;;;HBM Healthcare Investments;HBM ;Healthcare Investments
;;;;;;;Ashish Gupta;Ashish ;Gupta
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors;Nelstone ;Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors
;;;;;;;Raman Roy;Raman ;Roy
;;;;;;;Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry;Indian ;Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry
;;;;;;;Vineet Singh;Vineet ;Singh
;;;;;;;Equentia Natural Resource & Other undisclosed investors;Equentia ;Natural Resource & Other undisclosed investors
;;;;;;;Xiaomi Inc;Xiaomi ;Inc
;;;;;;;N.S. Raghavan Centre for Entrepreneurial Learning;N.S. ;Raghavan Centre for Entrepreneurial Learning
;;;;;;;Mukesh Bansal;Mukesh ;Bansal
;;;;;;;Times Internet Ltd;Times ;Internet Ltd
;;;;;;;Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH;Blume ;Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH
;;;;;;;DTDC Express Ltd;DTDC ;Express Ltd
;;;;;;;;;
;;;;;;;;;
;;;;;;;Axilor Ventures;Axilor ;Ventures
;;;;;;;Nazara Technologies Pvt Ltd;Nazara ;Technologies Pvt Ltd
;;;;;;;IDG, Indian Angel Network;IDG, ;Indian Angel Network
;;;;;;;;;
;;;;;;;Mahendra Patel, Nilender Chauhan;Mahendra ;Patel, Nilender Chauhan
;;;;;;;Rattan Chadha;Rattan ;Chadha
;;;;;;;;;
;;;;;;;Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery;Softbank, ;Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery
;;;;;;;Prashant Puri;Prashant ;Puri
;;;;;;;Kris Gopalakrishnan, Dr. Ranjan Pai;Kris ;Gopalakrishnan, Dr. Ranjan Pai
;;;;;;;;;
;;;;;;;Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah;Anirudh ;Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah
;;;;;;;Anil Kapoor;Anil ;Kapoor
;;;;;;;Pravin Khandelwal, Yatin Kumar Jain;Pravin ;Khandelwal, Yatin Kumar Jain
;;;;;;;Dr. Aniruddha Malpani;Dr. ;Aniruddha Malpani
;;;;;;;Dr. Sridhar Ramaswamy, Rakesh Mathur;Dr. ;Sridhar Ramaswamy, Rakesh Mathur
;;;;;;;Prime Venture Partners,;Prime ;Venture Partners,
;;;;;;;StartUp Equity Partners;StartUp ;Equity Partners
;;;;;;;Rajeev Agrawal, Prashant Gooty;Rajeev ;Agrawal, Prashant Gooty
;;;;;;;Ram Shriram, Neeraj Arora, Puru Vashishtha;Ram ;Shriram, Neeraj Arora, Puru Vashishtha
;;;;;;;Mount Nathan Advisors;Mount ;Nathan Advisors
;;;;;;;Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari;Mahavir ;Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari
;;;;;;;Naturals Salon Chain;Naturals ;Salon Chain
;;;;;;;Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain;Vivek ;Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Tiger Global;Tiger ;Global
;;;;;;;Vijay Shekhar Sharma;Vijay ;Shekhar Sharma
;;;;;;;Pawan Munjal, AdvantEdge Partners, Astarc Ventures;Pawan ;Munjal, AdvantEdge Partners, Astarc Ventures
;;;;;;;Ajay Data & other HNIs;Ajay ;Data & other HNIs
;;;;;;;Rajan Anandan;Rajan ;Anandan
;;;;;;;Mitin Patel, Gaurav Agarwal;Mitin ;Patel, Gaurav Agarwal
;;;;;;;Paytm & existing investors;Paytm ;& existing investors
;;;;;;;Bhavish Aggarwal, Ankit Bhati;Bhavish ;Aggarwal, Ankit Bhati
;;;;;;;Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels;Stanford ;Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels
;;;;;;;ah! Ventures;ah! ;Ventures
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Man Capital;Man ;Capital
;;;;;;;RN Agarwal;RN ;Agarwal
;;;;;;;India Educational Investment Fund;India ;Educational Investment Fund
;;;;;;;Brand Capital;Brand ;Capital
;;;;;;;Maverick Capital Ventures, Sequoia Capital, Omidyar Network;Maverick ;Capital Ventures, Sequoia Capital, Omidyar Network
;;;;;;;YourNest Angel Fund, Rajul Garg;YourNest ;Angel Fund, Rajul Garg
;;;;;;;Undisclosed Angel investors & HNIs;Undisclosed ;Angel investors & HNIs
;;;;;;;Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners;Blume ;Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners
;;;;;;;Ajay Data & undisclosed HNIs;Ajay ;Data & undisclosed HNIs
;;;;;;;M&Y Partners, SVG Media, Anthil Ventures & others;M&Y ;Partners, SVG Media, Anthil Ventures & others
;;;;;;;;;
;;;;;;;Mayfield India II Management Ltd;Mayfield ;India II Management Ltd
;;;;;;;Inventus Capital Partners, HR Fund;Inventus ;Capital Partners, HR Fund
;;;;;;;NTT Finance, Telephone Corporation;NTT ;Finance, Telephone Corporation
;;;;;;;Indian Angel network;Indian ;Angel network
;;;;;;;50K Ventures;50K ;Ventures
;;;;;;;Blume Ventures;Blume ;Ventures
;;;;;;;GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar;GrowthStory, ;Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar
;;;;;;;IDFC SPICE Fund, Micromax Informatics;IDFC ;SPICE Fund, Micromax Informatics
;;;;;;;Max Levchin, Scott Banister;Max ;Levchin, Scott Banister
;;;;;;;Bertelsmann India Investments;Bertelsmann ;India Investments
;;;;;;;EVC Ventures;EVC ;Ventures
;;;;;;;Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures;Farooq ;Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures
;;;;;;;Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures;Nandan ;Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures
;;;;;;;;;
;;;;;;;Axilor Ventures;Axilor ;Ventures
;;;;;;;Blume Ventures & Other unnamed Investors;Blume ;Ventures & Other unnamed Investors
