;;;;;;;Rebright Partners, Anand Rajaraman, Venky Harinarayan;Rebright ;Partners, Anand Rajaraman, Venky Harinarayan
;;;;;;;RB Investments, Fundnel;RB ;Investments, Fundnel
;;;;;;;;;
;;;;;;;Unitus Seed Fund;Unitus ;Seed Fund
;;;;;;;RoundGlass Partners;RoundGlass ;Partners
;;;;;;;S Chand & Co;S ;Chand & Co
;;;;;;;Lip-Bu Tan, Michael Marks, Nicolas Braithwaite;Lip-Bu ;Tan, Michael Marks, Nicolas Braithwaite
;;;;;;;YourNest Angel Fund;YourNest ;Angel Fund
;;;;;;;Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai;Kludein ;LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai
;;;;;;;Nandan Nilekani, Accel Partners;Nandan ;Nilekani, Accel Partners
;;;;;;;Dino Morea;Dino ;Morea
;;;;;;;Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna;Blinc ;Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna
;;;;;;;Undisclosed investor;Undisclosed ;investor
;;;;;;;Matt Glickman;Matt ;Glickman
;;;;;;;YourNest Angel Fund,;YourNest ;Angel Fund,
;;;;;;;Sudhir Mehta, Anoop Hingorani;Sudhir ;Mehta, Anoop Hingorani
;;;;;;;IvyCap Ventures;IvyCap ;Ventures
;;;;;;;Manoj Kumar & Other undisclosed investors;Manoj ;Kumar & Other undisclosed investors
;;;;;;;Daman Soni, Rajat Gupta & Others;Daman ;Soni, Rajat Gupta & Others
;;;;;;;Mohit Gulati;Mohit ;Gulati
;;;;;;;Artiman Ventures;Artiman ;Ventures
;;;;;;;Ruchirans Jaipuria, Anuj Sanghi;Ruchirans ;Jaipuria, Anuj Sanghi
;;;;;;;Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart;Accel ;Partners, Qualcomm Ventures, M&S Partners, Zop Smart
;;;;;;;Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla;Rebright ;Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla
;;;;;;;Unicorn Ventures;Unicorn ;Ventures
;;;;;;;Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta;Naveen ;Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta
;;;;;;;Undisclosed private investors;Undisclosed ;private investors
;;;;;;;Matrix Partners India;Matrix ;Partners India
;;;;;;;Vijay Krishna Yadav;Vijay ;Krishna Yadav
;;;;;;;Apoorv Ranjan Sharma, Daud Ali and others;Apoorv ;Ranjan Sharma, Daud Ali and others
;;;;;;;Prime Venture Partners;Prime ;Venture Partners
;;;;;;;Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups;Undisclosed ;Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups
;;;;;;;Aspada Investment Advisors, Blume Ventures.;Aspada ;Investment Advisors, Blume Ventures.
;;;;;;;Amadeus Capital;Amadeus ;Capital
;;;;;;;Indian Angel Network, Stanford Angels, Entrepreneurs India;Indian ;Angel Network, Stanford Angels, Entrepreneurs India
;;;;;;;Vipul Parekh, ajesh K Murthy,;Vipul ;Parekh, ajesh K Murthy,
;;;;;;;PurpleTalk Inc;PurpleTalk ;Inc
;;;;;;;Amit Choudhary, Anuj Puri;Amit ;Choudhary, Anuj Puri
;;;;;;;Dheeraj Jain & Other angel investors;Dheeraj ;Jain & Other angel investors
;;;;;;;Puneet Gupta,;Puneet ;Gupta,
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Raj Gala Shah, Zaheer Memon;Raj ;Gala Shah, Zaheer Memon
;;;;;;;Ignition Partners, Greycroft Partners, Fidelity Growth Partners India;Ignition ;Partners, Greycroft Partners, Fidelity Growth Partners India
;;;;;;;Mohit Goel;Mohit ;Goel
;;;;;;;Janak Parikh;Janak ;Parikh
;;;;;;;Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash;Hari ;Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash
;;;;;;;Agarwal Movers Group;Agarwal ;Movers Group
;;;;;;;Hemang Sahani;Hemang ;Sahani
;;;;;;;S Chand and Co Pvt Ltd, Blume Ventures;S ;Chand and Co Pvt Ltd, Blume Ventures
;;;;;;;Funding through 1Crowd platform;Funding ;through 1Crowd platform
;;;;;;;Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare;Alex ;Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare
;;;;;;;Chandrashekar Tallapragada, Pankaj Kapoor;Chandrashekar ;Tallapragada, Pankaj Kapoor
;;;;;;;Kris Gopalakrishnan, Atul Nishar;Kris ;Gopalakrishnan, Atul Nishar
;;;;;;;;;
;;;;;;;Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal;Zishaan ;Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Swastika Company Ltd;Swastika ;Company Ltd
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Rannvijay Singh, Anita Hassanandani;Rannvijay ;Singh, Anita Hassanandani
;;;;;;;Sashi Reddi & Other unnamed investors;Sashi ;Reddi & Other unnamed investors
;;;;;;;Naveen Gupta;Naveen ;Gupta
;;;;;;;Unitus Seed Fund;Unitus ;Seed Fund
;;;;;;;Google Capital;Google ;Capital
;;;;;;;CASHurDRIVE Marketing Pvt Ltd;CASHurDRIVE ;Marketing Pvt Ltd
;;;;;;;Sequoia India, Sofina;Sequoia ;India, Sofina
;;;;;;;Abraaj Group;Abraaj ;Group
;;;;;;;Indian Angel Network, Tracxn Labs & Others;Indian ;Angel Network, Tracxn Labs & Others
;;;;;;;Sachin Tendulkar;Sachin ;Tendulkar
;;;;;;;Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle;Rajul ;Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle
;;;;;;;Pix Vine Capital, Infocomm Development Authority of Singapore;Pix ;Vine Capital, Infocomm Development Authority of Singapore
;;;;;;;;;
;;;;;;;Devidas Desai, Vipul Gautam, Singapore Angel Network;Devidas ;Desai, Vipul Gautam, Singapore Angel Network
;;;;;;;Indian Angel Network,;Indian ;Angel Network,
;;;;;;;500 Startups, Littlerock, Singularity Ventures;500;Startups, Littlerock, Singularity Ventures
;;;;;;;BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu;BitChemy ;Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu
;;;;;;;Bhavish Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network;Bhavish ;Aggarwal, Binny Bansal,\\xc2\\xa0 Rajan Anandan, Mekin Maheshwar, Sunil Kalra, Anupam Mittal, Krishna Mehra, Singapore Angel Network
;;;;;;;Broadbean Capital services;Broadbean ;Capital services
;;;;;;;Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal;Bharanidharan ;Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Robin Utthappa;Robin ;Utthappa
;;;;;;;Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj;Rajul ;Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj
;;;;;;;Sarva Capital;Sarva ;Capital
;;;;;;;undisclosed investors;undisclosed ;investors
;;;;;;;Jay Vijayan;Jay ;Vijayan
;;;;;;;SoftBank Ventures Korea;SoftBank ;Ventures Korea
;;;;;;;Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal;Alok ;Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal
;;;;;;;Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria;Mohandas ;Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Snow Leopard Technology Ventures;Snow ;Leopard Technology Ventures
;;;;;;;Wipro Ventures,\\xc2\\xa0 Lumis Partners;Wipro ;Ventures,\\xc2\\xa0 Lumis Partners
;;;;;;;T V Mohandas Pai,\\xc2\\xa0 Aarin Capital;T ;V Mohandas Pai,\\xc2\\xa0 Aarin Capital
;;;;;;;Multiple investors through Ten Minute Million competition;Multiple ;investors through Ten Minute Million competition
;;;;;;;Multiple investors through Ten Minute Million competition;Multiple ;investors through Ten Minute Million competition
;;;;;;;Multiple investors through Ten Minute Million competition;Multiple ;investors through Ten Minute Million competition
;;;;;;;Multiple investors through Ten Minute Million competition;Multiple ;investors through Ten Minute Million competition
;;;;;;;Dunamis Ventures Pte Ltd.;Dunamis ;Ventures Pte Ltd.
;;;;;;;Green House Ventures (GHV);Green ;House Ventures (GHV)
;;;;;;;Green House Ventures (GHV);Green ;House Ventures (GHV)
;;;;;;;Ingram Content Group;Ingram ;Content Group
;;;;;;;Oranda Global & Others;Oranda ;Global & Others
;;;;;;;TV Mohandas Pai, Aarin Capital;TV ;Mohandas Pai, Aarin Capital
;;;;;;;Sherpa Capital, Nyca Partners and Thomvest Ventures;Sherpa ;Capital, Nyca Partners and Thomvest Ventures
;;;;;;;Vandana Luthra,;Vandana ;Luthra,
;;;;;;;Nexus Venture Partners;Nexus ;Venture Partners
;;;;;;;Raghunandan G, Venturesity, Arihant Patni;Raghunandan ;G, Venturesity, Arihant Patni
;;;;;;;Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra;Saha ;Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Mohit Goel, Vinod Jain & Others;Mohit ;Goel, Vinod Jain & Others
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Green House Ventures (GHV);Green ;House Ventures (GHV)
;;;;;;;Green House Ventures (GHV);Green ;House Ventures (GHV)
;;;;;;;Sixth Sense Ventures;Sixth ;Sense Ventures
;;;;;;;Vinod Bansal, Sanjeev Singhal;Vinod ;Bansal, Sanjeev Singhal
;;;;;;;Mahesh Parasuraman, Rahul Gautam & Others;Mahesh ;Parasuraman, Rahul Gautam & Others
;;;;;;;SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital;SAIF ;Partners, IDG Ventures India, Vertex Ventures, Valiant Capital
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Endiya Partners, Mekin Maheshwari, Rajesh Sawhney;Endiya ;Partners, Mekin Maheshwari, Rajesh Sawhney
;;;;;;;India Ventures, Aarin Capital & Others;India ;Ventures, Aarin Capital & Others
;;;;;;;Edelweiss Financial Services;Edelweiss ;Financial Services
;;;;;;;Lion Ventures;Lion ;Ventures
;;;;;;;Aqeel Ahmed;Aqeel ;Ahmed
;;;;;;;undisclosed investors;undisclosed ;investors
;;;;;;;undisclosed investors;undisclosed ;investors
;;;;;;;Manipal Global Education Services;Manipal ;Global Education Services
;;;;;;;Atul Jain, Anil Gelra, Jaikumar Nair;Atul ;Jain, Anil Gelra, Jaikumar Nair
;;;;;;;Jaideep Mehta;Jaideep ;Mehta
;;;;;;;Sachin Dalal;Sachin ;Dalal
;;;;;;;Jayabalan Subramanian;Jayabalan ;Subramanian
;;;;;;;Alok Rawat, Grey Orange Robotics;Alok ;Rawat, Grey Orange Robotics
;;;;;;;Sunil Mehta;Sunil ;Mehta
;;;;;;;Kalaari Capital;Kalaari ;Capital
;;;;;;;Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital;Aspada ;Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital
;;;;;;;Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others;Ontario ;Teachers\\xe2\\x80\\x99 Pension Plan & Others
;;;;;;;Saumya Tandon;Saumya ;Tandon
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Mukesh Kumar Gupta;Mukesh ;Kumar Gupta
;;;;;;;Vaibhav Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah;Vaibhav ;Doshi, Abhay Singhal, Vibhu Garg, Joby Babu, Abhishek Acharya, Manish Shah
;;;;;;;Blume Ventures,\\xc2\\xa0 Tracxn Labs;Blume ;Ventures,\\xc2\\xa0 Tracxn Labs
;;;;;;;Ranjit Singh;Ranjit ;Singh
;;;;;;;GrowX Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor;GrowX ;Ventures, Kunal Shah, Sandeep Tandon, Haresh Chawla, Powai Lake Ventures, Globevestor
;;;;;;;Unitus Seed Fund;Unitus ;Seed Fund
;;;;;;;Virendra Shekhawat, Deepak Chokhani, Yogesh Patel & Others;Virendra ;Shekhawat, Deepak Chokhani, Yogesh Patel & Others
;;;;;;;Brand Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa;Brand ;Capital, Siddhivinayak Skyscrapers, Dinesh R. Challa
;;;;;;;Vishwadeep Bajaj & Others;Vishwadeep ;Bajaj & Others
;;;;;;;Rajnish Sinha, Prijit Debnath, Kanchan Ghoshal;Rajnish ;Sinha, Prijit Debnath, Kanchan Ghoshal
;;;;;;;Lead Angels;Lead ;Angels
;;;;;;;KWAN Entertainment & Marketing Solutions, Powerhouse Ventures & Others;KWAN ;Entertainment & Marketing Solutions, Powerhouse Ventures & Others
;;;;;;;Dr Nandish Domlur, Amit Sandill;Dr ;Nandish Domlur, Amit Sandill
;;;;;;;Tiger Global;Tiger ;Global
;;;;;;;Michael & Susan Dell Foundation;Michael ;& Susan Dell Foundation
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Lightspeed Venture Partners, K Ganesh;Lightspeed ;Venture Partners, K Ganesh
;;;;;;;Undisclosed investor;Undisclosed ;investor
;;;;;;;Sujal Shah, Dino Morea;Sujal ;Shah, Dino Morea
;;;;;;;Nandan Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato;Nandan ;Nilekani, Mohandas Pai, Neeraj Arora, Anand Rajaraman, Girish Mathrubootham, Aneesh Reddy & Teruhide Sato
;;;;;;;Farooq Oomerbhoy & Other angel investors;Farooq ;Oomerbhoy & Other angel investors
;;;;;;;Qualcomm (Through QPrize Contest);Qualcomm ;(Through QPrize Contest)
;;;;;;;;;
;;;;;;;Chennai Angels;Chennai ;Angels
;;;;;;;Mohandas Pai, Varun Aggarwal;Mohandas ;Pai, Varun Aggarwal
;;;;;;;Purvi Ventures & Others;Purvi ;Ventures & Others
;;;;;;;3 undisclosed investors;3;undisclosed investors
;;;;;;;Nitin Bagmane & Other undisclosed investors;Nitin ;Bagmane & Other undisclosed investors
;;;;;;;Lightspeed India;Lightspeed ;India
;;;;;;;Undisclosed investor;Undisclosed ;investor
;;;;;;;Sachin Bansal, Binny Bansal, Accel Partners & Others;Sachin ;Bansal, Binny Bansal, Accel Partners & Others
;;;;;;;IvyCap Ventures, Orios Venture Partners, Mayfield India;IvyCap ;Ventures, Orios Venture Partners, Mayfield India
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Omidyar Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat;Omidyar ;Network,\\xc2\\xa0 Vikram Lal, Abhijit Bhandari, Mahesh Murthy, Shashank Bhagat
;;;;;;;Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank;Rocket ;Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank
;;;;;;;StartupXseed Ventures, The Phoenix Fund and others;StartupXseed ;Ventures, The Phoenix Fund and others
;;;;;;;Yajnanarayana Kammaje;Yajnanarayana ;Kammaje
;;;;;;;Tracxn Syndicate;Tracxn ;Syndicate
;;;;;;;Beenext, Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners;Beenext, ;Digital Garage, Beenos, Qualgro, Mamoru Taniya, SAIF Partners
;;;;;;;Varun Aggarwal, Suresh Venkat, Raj Y;Varun ;Aggarwal, Suresh Venkat, Raj Y
;;;;;;;Swastika Company Ltd;Swastika ;Company Ltd
;;;;;;;Vishal Bali & Others;Vishal ;Bali & Others
;;;;;;;Matrix Partners India;Matrix ;Partners India
;;;;;;;Calcutta Angels, Lead Angels & Others;Calcutta ;Angels, Lead Angels & Others
;;;;;;;Accel Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande;Accel ;Partners, Ashish Hemrajani, Parikshit Dar, Rajesh Balpande
;;;;;;;Undisclosed HNIs;Undisclosed ;HNIs
;;;;;;;Kapil Goel;Kapil ;Goel
;;;;;;;Insitor Impact Asia Fund, Acumen Fund;Insitor ;Impact Asia Fund, Acumen Fund
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Eduardo Saverin;Eduardo ;Saverin
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Rajan Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga;Rajan ;Anandan, Pramod Bhasin, Siddharth Pai, TV Mohandas Pai, Manvinder Singh Banga
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;;;
;;;;;;;Sequoia Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal;Sequoia ;Capital, Kunal Bahl, Rohit Bansal, Deepinder Goyal, Ashish Dhawan, Mayank Singhal
;;;;;;;Centre for Innovation Incubation and Entrepreneurship (CIIE);Centre ;for Innovation Incubation and Entrepreneurship (CIIE)
;;;;;;;Samir Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.;Samir ;Bangara, Anisha Mittal, Amit Gupta, Pallav Nadhani, Lalit Mangal, Arihant Patni, Dr. Ritesh Malik, Deobrat Singh, Saurab Paruthi, Singapore Angel Network.
;;;;;;;Dinesh Agarwal;Dinesh ;Agarwal
;;;;;;;;;
;;;;;;;Tata Capital Innovation Fund;Tata ;Capital Innovation Fund
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Dheeraj Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini;Dheeraj ;Jain, Jagdish Kumar, Bharat Gupta, Ankush Saigal, Praveen Saini
;;;;;;;Lalitesh Katragadda,\\xc2\\xa0 Ganayantrika Systems;Lalitesh ;Katragadda,\\xc2\\xa0 Ganayantrika Systems
;;;;;;;Arjun Handa, Amit Jindal, Nagendra Chaudhary;Arjun ;Handa, Amit Jindal, Nagendra Chaudhary
;;;;;;;Bhanu Vikram Parsotam, Rohan Desai and Paras Patel;Bhanu ;Vikram Parsotam, Rohan Desai and Paras Patel
;;;;;;;SIDBI Venture Capital Limited, YourNest Angel Fund;SIDBI ;Venture Capital Limited, YourNest Angel Fund
;;;;;;;Ankur Gupta;Ankur ;Gupta
;;;;;;;Myntra/LivSpace Founders;Myntra/LivSpace ;Founders
;;;;;;;Undisclosed Investors;Undisclosed ;Investors
;;;;;;;Idein Ventures;Idein ;Ventures
;;;;;;;Newbie Promoter Pvt Ltd;Newbie ;Promoter Pvt Ltd
;;;;;;;Ctrip.com International Ltd;Ctrip.com ;International Ltd
;;;;;;;Lightbox Ventures;Lightbox ;Ventures
;;;;;;;Krishna Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others;Krishna ;Jhujhunwala, Dr. Apoorv Ranjan Sharma, Anirudh Damani, Anand Ladsariya, Sanjay Mehta & Others
;;;;;;;GBIM Technologies Pvt Ltd;GBIM ;Technologies Pvt Ltd
;;;;;;;Arun Chandra Mohan;Arun ;Chandra Mohan
;;;;;;;Undisclosed investors;Undisclosed ;investors
;;;;;;;Nahata Family, Waheed Alli;Nahata ;Family, Waheed Alli
;;;;;;;500 Startups, Mato Peric, TracxnLabs;500;Startups, Mato Peric, TracxnLabs
;;;;;;;Zodius Capital, Lightspeed Venture Partners;Zodius ;Capital, Lightspeed Venture Partners
;;;;;;;TV Mohandas Pai, LetsVenture;TV ;Mohandas Pai, LetsVenture
;;;;;;;Ranjan Mahtani;Ranjan ;Mahtani
;;;;;;;GIC, Tiger Global Management, Nexus Venture Partners;GIC, ;Tiger Global Management, Nexus Venture Partners
;;;;;;;Matt Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others;Matt ;Mullenweg, Adam D\\xe2\\x80\\x99Angelo, Aditya Agarwal,\\xc2\\xa0 Ruchi Sanghvi & Others
;;;;;;;Vallabh Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office;Vallabh ;Bhanshali, N Squared Management LLC, Jagdish & Sandeep Mehta Family Office
;;;;;;;Equity Crest, Vinners, Sparknext;Equity ;Crest, Vinners, Sparknext
;;;;;;;Temasek Holdings, March Capital, Warburg Pincus;Temasek ;Holdings, March Capital, Warburg Pincus
;;;;;;;Shiva Ashok & Other unnamed investors;Shiva ;Ashok & Other unnamed investors
;;;;;;;Unicorn India Ventures;Unicorn ;India Ventures
;;;;;;;50k Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang;50k ;Ventures, Munish Jauhar, Pulkit Jain, Rohit Narang
;;;;;;;SAIF Partners, India Quotient;SAIF ;Partners, India Quotient
;;;;;;;RoundGlass Partners;RoundGlass ;Partners
;;;;;;;Amod Malviya;Amod ;Malviya
;;;;;;;Mustafa Wajid, Umang Kumar & Others;Mustafa ;Wajid, Umang Kumar & Others
;;;;;;;Indian Angel Network;Indian ;Angel Network
;;;;;;;Flipkart, Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni;Flipkart, ;Saavn, Micromax, Dhiraj Rajaram, Ambiga Dhiraj, Dinesh Agarwal, Samir Bangara, Sanjay Nath, Arihant Patni
;;;;;;;Cipher-Plexus Capital Advisors & Indian HNIs;Cipher-Plexus ;Capital Advisors & Indian HNIs
;;;;;;;Varun Khurana, Samar Singla, Vinay Bansal,;Varun ;Khurana, Samar Singla, Vinay Bansal,
;;;;;;;Hyderabad Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad;Hyderabad ;Angels, Lalit Mangal,\\xc2\\xa0 Vikas Malpani, Gaurav Bhalotia, LV Prasad
;;;;;;;Times Group;Times ;Group
;;;;;;;Abhinav Mathur;Abhinav ;Mathur
;;;;;;;Sanjay Mehta;Sanjay ;Mehta
;;;;;;;Huzaifa Khorakiwala;Huzaifa ;Khorakiwala
;;;;;;;Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups;Bertelsmann ;India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding, 500 Startups
;;;;;;;Harmony Partners, RB Investments & existing investors;Harmony ;Partners, RB Investments & existing investors
;;;;;;;;;
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Anand Chandrasekaran & Others;Anand ;Chandrasekaran & Others
;;;;;;;Unilazer Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal;Unilazer ;Fund,\\xc2\\xa0 Phanindra Sama, Peyush Bansal
;;;;;;;Omidyar Network,;Omidyar ;Network,
;;;;;;;Umang Kumar;Umang ;Kumar
;;;;;;;Lemelson Foundation, Michael and Susan Dell Foundation;Lemelson ;Foundation, Michael and Susan Dell Foundation
;;;;;;;500 Startups;500;Startups
;;;;;;;Trifecta Capital;Trifecta ;Capital
;;;;;;;Alpha Capital;Alpha ;Capital
;;;;;;;Undisclosed US Based Investors;Undisclosed ;US Based Investors
;;;;;;;Sa\\xc3\\xafd Business School Seed Fund.;Sa\\xc3\\xafd ;Business School Seed Fund.
;;;;;;;Farooq Adam, Ambi Parameswaran,;Farooq ;Adam, Ambi Parameswaran,
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Rob Chandra;Rob ;Chandra
;;;;;;;Unilazer Ventures;Unilazer ;Ventures
;;;;;;;SoftBank Corp;SoftBank ;Corp
;;;;;;;Sequoia Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran;Sequoia ;Capital, Beenext Ventures, India Quotient, Anand Chandrasekaran
;;;;;;;Kanpur Angels & Others;Kanpur ;Angels & Others
;;;;;;;;;
;;;;;;;Jungle Ventures, Taurus Value Creation, Konly Venture, Blume Ventures;Jungle ;Ventures, Taurus Value Creation, Konly Venture, Blume Ventures
;;;;;;;Chandigarh Angels Funding;Chandigarh ;Angels Funding
;;;;;;;Arihant Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat;Arihant ;Patni, Avnish Mehra, Pranay Adhvaryu, Ravi Sampat
;;;;;;;The Chennai Angels;The ;Chennai Angels
;;;;;;;APIS Partners;APIS ;Partners
;;;;;;;Institutional Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV;Institutional ;Venture Partners, Norwest Venture Partners, Lightspeed Venture Partners, CRV
;;;;;;;Purvi Ventures;Purvi ;Ventures
;;;;;;;Venture Catalysts;Venture ;Catalysts
;;;;;;;Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital;Nandan ;Nilekani, Accel Partners, Kalaari Capital and Inventus Capital
;;;;;;;GPA group;GPA ;group
;;;;;;;Ratan Tata;Ratan ;Tata
;;;;;;;Puneet Dalmia;Puneet ;Dalmia
;;;;;;;Undisclosed investors;Undisclosed ;investors
